fs_id,company_id,fs_date,fs_reminderdate1,fs_reminderdate2,fs_reminderdate3,fs_submissiondate,fs_status,fs_fileddate,fs_deadline,fs_agm
4089,371,1988-12-31,1988-12-01,1989-03-01,1989-06-01,1989-07-30,t,1988-12-31,"",1989-06-30
4091,371,1990-12-31,1990-12-01,1991-03-01,1991-06-01,1991-07-30,t,1990-12-31,"",1991-06-29
4093,371,1992-12-31,1992-12-01,1993-03-01,1993-06-01,1993-07-30,t,1992-12-31,"",1993-06-30
4095,371,1994-12-31,1994-12-01,1995-03-01,1995-06-01,1995-07-30,t,1994-12-31,"",1995-06-30
4097,371,1996-12-31,1996-12-01,1997-03-01,1997-06-01,1997-07-30,t,1996-12-31,"",1997-06-30
4099,371,1998-12-31,1998-12-01,1999-03-01,1999-06-01,1999-07-30,t,1998-12-31,"",1999-06-30
4101,371,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,"",2001-06-30
4103,371,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-06-30
4105,371,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-06-30
4107,371,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
4109,371,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
4122,373,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,f,"",2017-12-30,
4119,372,2017-10-31,2017-10-01,2018-01-01,2018-04-01,2018-05-30,f,"",2018-04-30,
4128,376,2006-06-30,2006-06-01,2006-09-01,2006-12-01,2007-01-29,t,2006-06-30,"",2006-07-24
4140,376,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
4130,376,2008-06-30,2008-06-01,2008-09-01,2008-12-01,2009-01-29,t,2008-06-30,"",2008-12-31
4132,376,2010-06-30,2010-06-01,2010-09-01,2010-12-01,2011-01-29,t,2010-06-30,"",2010-12-31
4134,376,2012-06-30,2012-06-01,2012-09-01,2012-12-01,2013-01-29,t,2012-06-30,"",2012-12-31
4136,376,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,"",2014-12-30
4138,376,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-12-31
4114,371,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,f,"",2014-06-30,
4116,371,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,f,"",2016-06-30,
4118,371,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4121,373,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2017-01-26
4125,375,2016-08-31,2016-08-01,2016-11-01,2017-02-01,2017-03-30,t,2016-08-31,"",2016-08-31
4129,376,2007-06-30,2007-06-01,2007-09-01,2007-12-01,2008-01-29,t,2007-06-30,"",2007-10-23
4131,376,2009-06-30,2009-06-01,2009-09-01,2009-12-01,2010-01-29,t,2009-06-30,"",2009-11-30
4133,376,2011-06-30,2011-06-01,2011-09-01,2011-12-01,2012-01-29,t,2011-06-30,"",2011-12-31
4135,376,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,"",2013-12-31
4137,376,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-12-31
4143,378,2012-06-30,2012-06-01,2012-09-01,2012-12-01,2013-01-29,t,2012-06-30,"",2012-12-18
4149,378,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
4144,378,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,"",2013-11-30
4145,378,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,"",2014-11-30
4146,378,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-11-11
4147,378,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-12-31
4151,379,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-04-28
4158,379,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4152,379,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
4153,379,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
4154,379,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
4155,379,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
4156,379,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
4157,379,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
7317,690,2005-05-31,2005-05-01,2005-08-01,2005-11-01,2005-12-30,t,2005-05-31,"",2005-09-25
4160,380,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
4168,380,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4161,380,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
4162,380,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
4163,380,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
4164,380,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
4165,380,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
4166,380,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7327,690,2015-05-31,2015-05-01,2015-08-01,2015-11-01,2015-12-30,t,2015-05-31,"",2015-11-30
4170,381,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
4171,381,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-04-20
4172,381,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
4173,381,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
4181,382,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",""
4174,381,2013-12-30,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-30,"",2014-06-30
4182,382,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
4175,381,2014-12-30,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-30,"",2015-06-30
4180,382,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-03-20
4183,382,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
4184,382,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
4185,382,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-28
4186,382,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
4187,382,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
4188,382,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-16
7332,692,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
7335,692,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7333,692,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7340,694,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7338,694,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-05-27
7341,695,2013-07-31,2013-07-01,2013-10-01,2014-01-01,2014-03-02,t,2013-07-31,"",2014-01-31
7343,695,2015-07-31,2015-07-01,2015-10-01,2016-01-01,2016-03-01,t,2015-07-31,"",2016-01-31
7350,696,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,f,"",2016-06-30,
4167,380,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2017-06-30,2017-06-30,""
7329,690,2017-05-31,2017-05-01,2017-08-01,2017-11-01,2017-12-30,t,2018-01-09,2017-11-30,""
7345,695,2017-07-31,2017-07-01,2017-10-01,2018-01-01,2018-03-02,t,2018-02-13,2018-01-29,""
4141,377,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
7331,691,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,f,"",2017-12-30,
4148,378,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,t,2017-06-30,2017-12-28,""
4176,381,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,"","",""
4189,382,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-23
7352,696,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4192,383,2008-05-31,2008-05-01,2008-08-01,2008-11-01,2008-12-30,t,2008-05-31,"",2008-08-02
4200,383,2016-05-31,2016-05-01,2016-08-01,2016-11-01,2016-12-30,f,"",2016-11-30,
4202,383,2018-05-31,2018-05-01,2018-08-01,2018-11-01,2018-12-30,f,"",2018-11-30,
4194,383,2010-05-31,2010-05-01,2010-08-01,2010-11-01,2010-12-30,t,2010-05-31,"",2010-11-30
4198,383,2014-05-31,2014-05-01,2014-08-01,2014-11-01,2014-12-30,t,2014-05-31,"",2014-11-30
4203,384,2018-01-01,2018-01-01,2018-04-01,2018-07-01,2018-07-31,f,"",2018-07-01,
7353,697,2001-10-31,2001-10-01,2002-01-01,2002-04-01,2002-05-30,t,2001-10-31,"",2002-04-17
8033,194,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
8091,611,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
8155,404,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
4190,382,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4201,383,2017-05-31,2017-05-01,2017-08-01,2017-11-01,2017-12-30,f,"",2017-11-30,
4193,383,2009-05-31,2009-05-01,2009-08-01,2009-11-01,2009-12-30,t,2009-05-31,"",2009-11-02
4195,383,2011-05-31,2011-05-01,2011-08-01,2011-11-01,2011-12-30,t,2011-05-31,"",2011-11-24
4199,383,2015-05-31,2015-05-01,2015-08-01,2015-11-01,2015-12-30,t,2015-05-31,"",2015-11-30
4206,386,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-05-27
4208,386,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4207,386,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-05-08
7355,697,2003-10-31,2003-10-01,2004-01-01,2004-04-01,2004-05-30,t,2003-10-31,"",2004-04-30
4210,387,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-02-27
4222,387,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,f,"",2017-06-30,
4223,387,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4211,387,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-05-26
4212,387,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
4213,387,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
4214,387,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
4215,387,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
4216,387,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-29
4217,387,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
4218,387,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
4219,387,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
4220,387,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
4221,387,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
4225,388,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
4226,388,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,f,"",2017-06-30,
4227,388,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4230,390,2016-04-30,2016-04-01,2016-07-01,2016-10-01,2016-11-29,t,2016-04-30,"",2016-10-26
4231,390,2017-04-30,2017-04-01,2017-07-01,2017-10-01,2017-11-29,f,"",2017-10-30,
4236,392,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-20
4242,392,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4237,392,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
4238,392,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
4239,392,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-12-31
4240,392,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-29
4241,392,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
4244,393,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,"",2002-06-29
4245,393,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-06-30
4246,393,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-06-30
4247,393,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-03-31
4248,393,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
4249,393,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
4250,393,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
4251,393,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
4228,389,2017-08-31,2017-08-01,2017-11-01,2018-02-01,2018-03-30,f,"",2018-02-28,
4204,385,2018-12-31,2018-12-01,2019-03-01,2019-06-01,2019-07-30,f,"",2019-06-30,
8000,187,2017-03-31,2017-03-01,2017-06-01,2017-09-01,2017-10-30,t,2017-12-26,2017-09-29,""
4261,394,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-06-04
4262,394,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
4264,394,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
4263,394,2006-12-30,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-30,"",2007-06-26
4265,394,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-05
4266,394,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
4267,394,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
4268,394,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
4269,394,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-28
4270,394,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-10
4271,394,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
4274,394,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4272,394,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-16
4291,395,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4277,395,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-06-19
4279,395,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
4281,395,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
4283,395,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
4285,395,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
4287,395,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
4289,395,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
4293,396,1993-12-31,1993-12-01,1994-03-01,1994-06-01,1994-07-30,t,1993-12-31,"",1994-04-13
4317,396,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4295,396,1995-12-31,1995-12-01,1996-03-01,1996-06-01,1996-07-30,t,1995-12-31,"",1996-04-11
4297,396,1997-12-31,1997-12-01,1998-03-01,1998-06-01,1998-07-30,t,1997-12-31,"",1998-04-15
4299,396,1999-12-31,1999-12-01,2000-03-01,2000-06-01,2000-07-30,t,1999-12-31,"",2000-06-30
4301,396,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,"",2002-06-29
4303,396,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-05-31
4305,396,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
4307,396,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
4309,396,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
4311,396,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
4315,396,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-08-31
7369,697,2017-10-31,2017-10-01,2018-01-01,2018-04-01,2018-05-30,f,"",2018-04-30,
7370,697,2018-10-31,2018-10-01,2019-01-01,2019-04-01,2019-05-30,f,"",2019-04-30,
7354,697,2002-10-31,2002-10-01,2003-01-01,2003-04-01,2003-05-30,t,2002-10-31,"",2003-04-30
7356,697,2004-10-31,2004-10-01,2005-01-01,2005-04-01,2005-05-30,t,2004-10-31,"",2005-04-30
7357,697,2005-10-31,2005-10-01,2006-01-01,2006-04-01,2006-05-30,t,2005-10-31,"",2006-04-30
7358,697,2006-10-31,2006-10-01,2007-01-01,2007-04-01,2007-05-30,t,2006-10-31,"",2007-04-30
7359,697,2007-10-31,2007-10-01,2008-01-01,2008-04-01,2008-05-30,t,2007-10-31,"",2008-04-30
7360,697,2008-10-31,2008-10-01,2009-01-01,2009-04-01,2009-05-30,t,2008-10-31,"",2009-04-30
7361,697,2009-10-31,2009-10-01,2010-01-01,2010-04-01,2010-05-30,t,2009-10-31,"",2010-04-30
7362,697,2010-10-31,2010-10-01,2011-01-01,2011-04-01,2011-05-30,t,2010-10-31,"",2011-04-30
7363,697,2011-10-31,2011-10-01,2012-01-01,2012-04-01,2012-05-30,t,2011-10-31,"",2012-04-30
7364,697,2012-10-31,2012-10-01,2013-01-01,2013-04-01,2013-05-30,t,2012-10-31,"",2013-04-30
7365,697,2013-10-31,2013-10-01,2014-01-01,2014-04-01,2014-05-30,t,2013-10-31,"",2014-04-30
7366,697,2014-10-31,2014-10-01,2015-01-01,2015-04-01,2015-05-30,t,2014-10-31,"",2015-04-29
7367,697,2015-10-31,2015-10-01,2016-01-01,2016-04-01,2016-05-30,t,2015-10-31,"",2016-04-30
7368,697,2016-10-31,2016-10-01,2017-01-01,2017-04-01,2017-05-30,t,2016-10-31,"",""
7372,698,1992-12-31,1992-12-01,1993-03-01,1993-06-01,1993-07-30,t,1992-12-31,"",1993-09-27
7374,698,1994-12-31,1994-12-01,1995-03-01,1995-06-01,1995-07-30,t,1994-12-31,"",1995-06-30
7376,698,1996-12-31,1996-12-01,1997-03-01,1997-06-01,1997-07-30,t,1996-12-31,"",1997-06-30
7378,698,1998-12-31,1998-12-01,1999-03-01,1999-06-01,1999-07-30,t,1998-12-31,"",1999-06-30
7380,698,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,"",2000-06-30
7382,698,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-06-30
7384,698,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-06-30
7386,698,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
7388,698,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
7390,698,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
7392,698,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
7394,698,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
7396,698,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
7418,699,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,f,"",2017-12-30,
7400,699,1999-06-30,1999-06-01,1999-09-01,1999-12-01,2000-01-29,t,1999-06-30,"",1999-12-31
7402,699,2001-06-30,2001-06-01,2001-09-01,2001-12-01,2002-01-29,t,2001-06-30,"",2001-12-31
7404,699,2003-06-30,2003-06-01,2003-09-01,2003-12-01,2004-01-29,t,2003-06-30,"",2003-12-31
7406,699,2005-06-30,2005-06-01,2005-09-01,2005-12-01,2006-01-29,t,2005-06-30,"",2005-12-31
7408,699,2007-06-30,2007-06-01,2007-09-01,2007-12-01,2008-01-29,t,2007-06-30,"",2007-12-31
7410,699,2009-06-30,2009-06-01,2009-09-01,2009-12-01,2010-01-29,t,2009-06-30,"",2009-12-31
7412,699,2011-06-30,2011-06-01,2011-09-01,2011-12-01,2012-01-29,t,2011-06-30,"",2011-12-31
7414,699,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,"",2013-12-31
7416,699,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-12-31
7424,700,1999-06-30,1999-06-01,1999-09-01,1999-12-01,2000-01-29,t,1999-06-30,"",1999-12-31
7426,700,2001-06-30,2001-06-01,2001-09-01,2001-12-01,2002-01-29,t,2001-06-30,"",2001-12-31
7428,700,2003-06-30,2003-06-01,2003-09-01,2003-12-01,2004-01-29,t,2003-06-30,"",2003-12-29
7430,700,2005-06-30,2005-06-01,2005-09-01,2005-12-01,2006-01-29,t,2005-06-30,"",2005-12-31
7432,700,2007-06-30,2007-06-01,2007-09-01,2007-12-01,2008-01-29,t,2007-06-30,"",2007-12-31
7434,700,2009-06-30,2009-06-01,2009-09-01,2009-12-01,2010-01-29,t,2009-06-30,"",2009-12-31
4273,394,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-13
4276,395,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-03-19
4278,395,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-06-30
4280,395,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
4282,395,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
4284,395,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
4286,395,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
4288,395,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
4290,395,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2016-12-31
4294,396,1994-12-31,1994-12-01,1995-03-01,1995-06-01,1995-07-30,t,1994-12-31,"",1995-04-12
4296,396,1996-12-31,1996-12-01,1997-03-01,1997-06-01,1997-07-30,t,1996-12-31,"",1997-06-02
4298,396,1998-12-31,1998-12-01,1999-03-01,1999-06-01,1999-07-30,t,1998-12-31,"",1999-06-30
4300,396,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,"",2001-06-30
4302,396,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-06-30
4304,396,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-06-16
4306,396,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
4308,396,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
4310,396,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
4314,396,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
4316,396,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-29
4334,398,2017-03-31,2017-03-01,2017-06-01,2017-09-01,2017-10-30,t,2018-01-29,2017-09-30,""
4319,397,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-04-02
4321,397,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
4320,397,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-23
