case_id|job_id|case_no|case_entrydate|case_case|case_particular|case_remark|case_tempkey|case_casebillingdescription
211|187|1|2018-01-16|DCR|DCR - Selling of Branch Business|""|32018-01-16T18:14:13.998|Misc Director Resolution-
215|191|1|2018-01-17|FYE|Chg Fye from 30 June to 31 Dec 2017|""|72018-01-17T11:25:41.385|Fixing Financial Year End-DCR
219|195|1|2018-01-17|OpBk|Access to Maybank2u internet banking services|""|42018-01-17T12:57:29.759|Open Bank Account(s)
223|198|1|2018-01-17|AC|FS@2017-07-31|""|92018-01-17T15:21:11.639|Financial Statement
226|201|1|2018-01-17|SecFee|- From 2018-01-11 until 2019-01-10|""|32018-01-17T15:54:32.133|Secretarial Fee + Registered Office
231|206|1|2018-01-18|CTC|DCRs & MWRs for Purchase of property with Tropikal Task Sdn. Bhd. dated 19 Dec 2017, Form 49, Sect 51, Form 24, Form 44, M&A & Directors' IC|requested by TAN, CHUA & LAWRENCE|42018-01-18T11:03:55.346|Certified True Copies 
241|216|1|2018-01-18|CTC|F24, F49, F44, F9, F13, M&A (1set)|""|62018-01-18T14:21:14.305|Certified True Copies 
1047|925|1|2018-03-30|AC|"FS@2017-12-31
"|""|112018-03-30T16:11:37.284|Financial Statement
247|221|1|2018-01-18|AR/AGM|Annual Return@2018-02-27|""|82018-01-18T15:47:59.109|Annual Return
248|222|1|2018-01-18|FYE|-Fix FYE, Appoint Auditor & Tax Agent. |""|82018-01-18T16:15:42.361|Fixing Financial Year End-DCR
249|223|1|2018-01-18|FYE|Fixing FYE, Appointment of Auditor & Appointment of Tax Agent |""|82018-01-18T16:21:36.812|Fixing Financial Year End-DCR
250|224|1|2018-01-18|CTC|CTC FS@2016-12-31 & S68@207-08-18 for RHB Annual review of banking facilities|""|42018-01-18T18:40:06.648|Certified True Copies 
252|226|1|2018-01-18|AC|Financial Statements @ 2017-08-31|""|22018-01-18T19:24:45.850|Financial Statement
254|228|1|2018-01-19|AC|Financial Statement @ 2017-06-30|""|82018-01-19T09:33:48.724|Financial Statement
255|229|1|2018-01-19|AR/AGM|Annual Return@2018-02-06|""|82018-01-19T10:06:23.967|Annual Return
1063|941|1|2018-04-02|AR/AGM|Annual Return @ 2018-03-28|""|72018-04-02T15:24:47.941|Annual Return
1078|956|1|2018-04-03|S58|"Change of Secretaries 
- Appt KSS
- Resign KBT "|""|82018-04-03T07:59:32.285|F49-ResDir/Change Information
264|238|1|2018-01-19|AR/AGM|Annual Return@2017-12-27|""|72018-01-19T12:50:58.727|Annual Return
260|234|1|2018-01-19|AC|Financial Statement @ 2017-06-30 |""|82018-01-19T10:40:39.257|Financial Statement
261|235|1|2018-01-19|CTC|F24, F44, F49, F9, M&A (1set)|""|62018-01-19T11:14:54.636|Certified True Copies 
262|236|1|2018-01-19|ChBkSig|"Chbksg - CIMB KLCC
Chbksg - CIMB Taman Maluri
Chbksg - RHB Taman Shamelin"|""|22018-01-19T11:34:02.623|Changing Banking Signatory
263|237|1|2018-01-19|CTC|F24, F49 (5sets)|""|62018-01-19T12:04:22.141|Certified True Copies 
265|239|1|2018-01-19|ConfirmL|Confirmation Letter : Directors & Shareholders|""|72018-01-19T13:56:43.938|Confirmation Letter
266|240|1|2018-01-19|CPO|Purchase of CPO for Spartan Shipcare Sdn. Bhd.|""|52018-01-19T14:01:39.119|Purchase of CPO/Idaman
267|241|1|2018-01-19|AR/AGM|Annual Return@2018-02-22|""|82018-01-19T14:48:16.795|Annual Return
269|243|1|2018-01-19|OpBk|Opbk - Bank Mendes Gans N.V.|""|22018-01-19T15:27:04.156|Open Bank Account(s)
270|244|1|2018-01-19|AC|Financial Statements @ 2017-07-31 |""|82018-01-19T16:46:17.609|Financial Statement
271|245|1|2018-01-19|CTC|"-Certificate of Insurance (Zurich)
-Certificate of MOF
-Certificate of SPAN
-Certificate of QAS
-FS for FYE 2016-12-31"|""|52018-01-19T17:00:49.097|Certified True Copies 
272|246|1|2018-01-22|S58|Change passport - Mahdi & Toktam  |""|82018-01-22T09:01:43.780|F49-ResDir/Change Information
273|247|1|2018-01-22|AR/AGM|Annual Return @ 2018-02-04 |""|82018-01-22T13:27:00.132|Annual Return
274|248|1|2018-01-22|AR/AGM|AR@2018-02-05|""|92018-01-22T14:41:30.447|Annual Return
1091|968|2|2018-04-03|CTC|CTC F9, S78, F44, F49, S58, M&A (x2)|""|32018-04-03T19:22:01.831|Certified True Copies 
276|250|1|2018-01-22|DCR|Write Off Plant & Equipment|""|22018-01-22T15:05:31.612|Misc Director Resolution-
277|251|1|2018-01-22|CTC|CTC F49,F24, F44 & M&A|""|42018-01-22T16:39:42.673|Certified True Copies 
278|252|1|2018-01-22|IntBanking|DCR - Maybank2u|""|22018-01-22T17:00:14.595|Internet Banking
279|253|1|2018-01-22|S27|Incorporation documents|""|42018-01-22T17:01:35.498|Name Reservation-
280|254|1|2018-01-22|S15|"3 CTC of Constitution & respective for:-
-DCR on opening (1) Bank Account
-Pre-Incorporation Consultancy"|""|42018-01-22T17:07:36.975|Incorporation
281|254|2|2018-01-22|SecFee|-from January 2018 to January 2019|""|42018-01-22T17:07:36.975|Secretarial Fee + Registered Office
282|254|3|2018-01-22|""|Statutory Stationery - Seal/Certificate/Minutes/Sec Files|""|42018-01-22T17:07:36.975|""
283|255|1|2018-01-22|S15|"-3 CTC of Constitution & respective for:-
-DCR on opening (1) Bank Account
-Pre-Incorporation Consultancy
"|""|42018-01-22T17:18:35.901|Incorporation
303|271|1|2018-01-23|AR/AGM|AR@2017-07-05|""|92018-01-23T16:29:02.509|Annual Return
284|256|1|2018-01-22|OpBk|OpBk Account - AmBank (M) Berhad (USD)|""|72018-01-22T17:51:40.805|Open Bank Account(s)
285|256|2|2018-01-22|OpBk|OpBk Account - AmBank (M) Berhad (EURO)|""|72018-01-22T17:53:52.010|Open Bank Account(s)
286|256|3|2018-01-22|OpBk|OpBk Account - AmBank (M) Berhad (MYR)|""|72018-01-22T17:53:52.010|Open Bank Account(s)
287|257|1|2018-01-23|S58|"Appointment of Director - Ulla-Christiane
Resignation of Director - Andreas Schweinar"|""|32018-01-23T08:32:14.215|F49-ResDir/Change Information
288|258|1|2018-01-23|S58|"Appointment of Director - Ulla-Christiane
Resignation of Director - Andreas Schweinar"|""|22018-01-23T08:33:53.571|F49-ResDir/Change Information
289|259|1|2018-01-23|CTC|CTC|""|92018-01-23T10:15:09.416|Certified True Copies 
290|260|1|2018-01-23|AR/AGM|Annual Return @ 2018-01-13|""|72018-01-23T10:20:33.918|Annual Return
291|261|1|2018-01-23|AR/AGM|Annual Return @ 2018-01-13|""|72018-01-23T10:22:22.826|Annual Return
1092|968|3|2018-04-03|AC|FS@2017-12-31|""|32018-04-03T19:22:01.831|Financial Statement
293|263|1|2018-01-23|AR/AGM|Annual Return @ 2017-11-22|""|22018-01-23T11:44:26.666|Annual Return
294|263|2|2018-01-23|S58|Update of Director's passport|""|22018-01-23T11:44:26.666|F49-ResDir/Change Information
295|264|1|2018-01-23|BkChsig|Change of bank Signatories|""|92018-01-23T11:51:18.297|Bank-Change Signatories
1106|979|1|2018-04-05|AR/AGM|Annual Return @ 2018-04-15|""|122018-04-05T09:33:39.919|Annual Return
1116|986|1|2018-04-05|CTC|CTC : F24, F44, F49&58, AR2017, M&A|""|112018-04-05T17:02:22.368|Certified True Copies 
1128|996|1|2018-04-06|CIBk|Close of Public Bank Berhad, Section 14 branch|""|42018-04-06T13:43:46.481|Bank-Close Account(s)
1137|1004|1|2018-04-07|CorpRep|Appointment of Corporate Representative|""|52018-04-07T14:03:59.630|Appointment of Corporate Representative
296|265|1|2018-01-23|BkFac|Third Part Charge - OCBC|""|22018-01-23T14:40:29.331|Bank-Facilities
297|265|2|2018-01-23|ConfirmL|Confirmation Letter - Board of Director|""|22018-01-23T14:40:29.331|Confirmation Letter
298|266|1|2018-01-23|Misc|Email out Resolutions (1st Aug 2017 - Current) for Audit purpose to Auditor|""|72018-01-23T14:54:48.117|Non-secretarial assignments
299|267|1|2018-01-23|TenAgr|Renewal of Tenancy Agreement|""|22018-01-23T15:25:22.236|Tenancy Agreement (s)-DCR
300|268|1|2018-01-23|CTC|M&A, F9, AR 2017, F24(fullsets), F44, S46, F49, S58 (2sets)|""|62018-01-23T15:27:13.361|Certified True Copies 
301|269|1|2018-01-23|CTC|M&A, F9, AR 2017, F24(fullsets), F44, S46, F49, S58 (2sets)|""|62018-01-23T15:29:36.218|Certified True Copies 
302|270|1|2018-01-23|AR/AGM|AR@2017-07-05|""|92018-01-23T16:24:53.242|Annual Return
304|272|1|2018-01-23|AR/AGM|AR@2017-07-05|""|92018-01-23T16:29:58.034|Annual Return
306|274|1|2018-01-23|AR/AGM|Annual Return @ 2018-01-19|""|22018-01-23T17:34:12.521|Annual Return
307|274|2|2018-01-23|AC|Financial Statements @ 2017-06-30|""|22018-01-23T17:34:12.521|Financial Statement
308|275|1|2018-01-23|OpBk|Opening Bank Account - CIMB Selayang|""|72018-01-23T17:35:54.601|Open Bank Account(s)
309|275|2|2018-01-23|IntBanking|InBK Account - CIMB Selayang|""|72018-01-23T17:35:54.601|Internet Banking
310|276|1|2018-01-23|OpBk|OpBk Account - CIMB Selayang|""|72018-01-23T17:36:56.848|Open Bank Account(s)
311|276|2|2018-01-23|IntBanking|InBk Account - CIMB Selayang|""|72018-01-23T17:36:56.848|Internet Banking
312|277|1|2018-01-23|FYE|Fixing of FYE & Appointment of Auditor|""|22018-01-23T19:21:33.855|Fixing Financial Year End-DCR
313|278|1|2018-01-23|AC|Financial Statements @ 2017-09-30|""|22018-01-23T19:22:07.969|Financial Statement
314|279|1|2018-01-24|OpBk|Open Public Bank Berhad, Bandar Puteri Puchong Branch|""|42018-01-24T11:33:13.331|Open Bank Account(s)
315|280|1|2018-01-24|AR/AGM|"Annual Return @ 2018-02-27 
"|""|82018-01-24T12:54:25.381|Annual Return
316|281|1|2018-01-24|CTC|CTC|""|92018-01-24T15:19:36.858|Certified True Copies 
317|282|1|2018-01-24|CTC|""|""|92018-01-24T15:20:17.417|Certified True Copies 
318|283|1|2018-01-24|CTC|""|""|92018-01-24T15:20:54.103|Certified True Copies 
319|284|1|2018-01-24|CTC|F24, F49, F44, F9, F13, M&A (1set)|""|62018-01-24T16:28:56.170|Certified True Copies 
320|285|1|2018-01-24|ChBkSig|"- RHB Bank Berhad (Current Acc)
- Alliance Bank Malaysia Berhad (Savelink Current Acc)
- Alliance Bank Malaysia Berhad (Fixed Loans Acc)
- Alliance Islamic bank Berhad (Current Acc)
"|""|72018-01-24T16:54:02.884|Changing Banking Signatory
321|286|1|2018-01-24|S36|Change of Article 42|""|52018-01-24T17:00:09.701|M&A/Constitution changes
322|287|1|2018-01-24|S36|Chnage of Articles 42|""|52018-01-24T17:03:18.525|M&A/Constitution changes
323|288|1|2018-01-24|S28|Change of Name --> BEICIPFRANLAB ASIA SDN. BHD. |""|22018-01-24T17:13:40.998|Change of Company Name
324|289|1|2018-01-24|CTC|F9, F49, S58, M&A, AR 2017, All Director ic (1set)|""|62018-01-24T17:27:25.372|Certified True Copies 
325|290|1|2018-01-25|BkFac|""|""|92018-01-25T10:58:19.712|Bank-Facilities
326|291|1|2018-01-25|AR/AGM|Annual Return @ 2018-02-29 |""|82018-01-25T10:58:50.864|Annual Return
327|292|1|2018-01-25|BkChsig|""|""|92018-01-25T14:29:59.032|Bank-Change Signatories
328|293|1|2018-01-25|AR/AGM|Annual Return @ 2018-01-10|""|72018-01-25T15:35:42.813|Annual Return
329|294|1|2018-01-25|S105|LHDN |""|92018-01-25T16:21:32.702|Transfer of share(s)
330|295|1|2018-01-25|Div|Declaration of Dividend (RM1,200,000.00)|""|52018-01-25T16:35:36.765|Issuance of Dividends
331|296|1|2018-01-25|S36|Change of AA- AGM Optional |""|82018-01-25T16:50:27.476|M&A/Constitution changes
332|297|1|2018-01-25|IntBanking|Internet Banking Ambank (M) SB|""|42018-01-25T16:59:20.294|Internet Banking
333|298|1|2018-01-26|AC|Financial Statement @ 2017-06-30|""|82018-01-26T09:30:26.356|Financial Statement
334|299|1|2018-01-26|BkOp|"Internet Banking - Ambank (M) Berhad
"|""|82018-01-26T13:39:35.596|Bank-Open Account[s]
335|301|1|2018-01-26|AC|FS@2016-06-30|""|92018-01-26T15:20:48.407|Financial Statement
336|302|1|2018-01-26|S58|kp S58@2018-01-01|""|52018-01-26T15:27:32.736|F49-ResDir/Change Information
337|303|1|2018-01-26|AC|FS@2016-06-30|""|92018-01-26T15:34:49.004|Financial Statement
119|1|1|2018-01-10|S15|TFMY SERVICES SDN. BHD. - New Incorporation |Last Date S27: 2018-02-09|72018-01-10T17:39:43.864|Incorporation
338|304|1|2018-01-29|AC|FS@2017-01-31|""|92018-01-29T10:35:42.241|Financial Statement
339|305|1|2018-01-29|DCR|""|""|52018-01-29T14:10:28.036|Misc Director Resolution-
340|306|1|2018-01-29|AR/AGM|AR@2018-02-27|""|92018-01-29T14:41:15.134|Annual Return
341|307|1|2018-01-29|DCR|""|""|52018-01-29T16:17:12.804|Misc Director Resolution-
342|308|1|2018-01-29|CTC|F24, F32A, F44, F49, M&A (2sets)|""|62018-01-29T16:41:51.195|Certified True Copies 
344|309|1|2018-01-29|AC|FS@2016-12-31|""|92018-01-29T16:49:46.753|Financial Statement
345|310|1|2018-01-30|PurVeh|"Dispose MV - Honda Insight Hybrid 
"|""|82018-01-30T09:54:13.625|Vehicle Purchase/disposal
346|311|1|2018-01-30|S15|"New Incorporation: V PRO INDUSTRIAL SUPPLIES SDN. BHD.
S27: Approved as at 2018-01-23
Last Date S27: 2018-02-22"|""|72018-01-30T09:54:50.727|Incorporation
347|312|1|2018-01-30|AC|FS@2017-06-30|""|92018-01-30T11:46:41.896|Financial Statement
348|313|1|2018-01-30|AC|FS@2017-07-31|""|92018-01-30T12:23:29.091|Financial Statement
349|314|1|2018-01-30|S105|LHDN Stamping Fee|""|92018-01-30T14:15:22.192|Transfer of share(s)
350|315|1|2018-01-30|CTC|F24, F49, F44, M&A (3sets)|""|62018-01-30T14:16:56.263|Certified True Copies 
351|316|1|2018-01-30|""|Financial Statement @ 2017-06-30|""|82018-01-30T14:29:34.381|""
352|317|1|2018-01-30|AC|Financial Statement @ 2017-06-30 |""|82018-01-30T14:35:07.171|Financial Statement
353|318|1|2018-01-30|BkFac|Bank-Facilities|""|92018-01-30T17:01:39.648|Bank-Facilities
425|383|1|2018-02-06|CTC|CTC - F9, M&A (1 Set)|""|72018-02-06T15:59:55.783|Certified True Copies 
491|445|1|2018-02-09|AR/AGM|Annual Return @2018-02-08|""|112018-02-09T16:29:28.346|Annual Return
538|482|1|2018-02-14|AR/AGM|Annual Return@2018-04-06|""|112018-02-14T11:53:53.630|Annual Return
354|319|1|2018-01-30|PD 2/2017|"Change Business Add- Q- Sentral 
"|""|82018-01-30T17:30:20.695|Biz/Branch Add/Nature of biz changes
355|320|1|2018-01-30|PD 2/2017|Change of Business Address|""|32018-01-30T18:45:23.633|Biz/Branch Add/Nature of biz changes
356|321|1|2018-01-30|PD 2/2017|Change of Business Address|""|22018-01-30T18:46:09.947|Biz/Branch Add/Nature of biz changes
357|322|1|2018-02-02|AC|Financial Statement @ 2017-07-31|""|22018-02-02T08:11:34.623|Financial Statement
358|323|1|2018-02-02|CTC|"Certified True Copies @ 2018-01-30
"|- F9, F13, F24, F49, F44, ROM, M&A (1 Set)|72018-02-02T09:08:00.368|Certified True Copies 
359|324|1|2018-02-02|FYE|"Appointment of Auditor:  K.H. CHONG & CO (AF 1258)
Appointment of T. Agent: TAXPAL SDN. BHD. (1133863-V) 
FYE: 31 December 2017
"|""|72018-02-02T09:24:47.829|Fixing Financial Year End-DCR
360|325|1|2018-02-02|AC|Financial Statement @ 2017-03-31|- Late Filing Fee Purpose|72018-02-02T09:42:46.197|Financial Statement
361|326|1|2018-02-02|IntBanking|E-Channel Application - HSBC Bank Malaysia Berhad|""|72018-02-02T11:39:41.672|Internet Banking
362|327|1|2018-02-02|AR/AGM|AR@2018-02-05|""|92018-02-02T11:46:46.578|Annual Return
363|328|1|2018-02-02|IntBanking|"E-Channel Application - HSBC Bank Malaysia Berhad
"|""|72018-02-02T11:46:48.168|Internet Banking
377|339|1|2018-02-02|DisPro|Disposal of Property|""|22018-02-02T14:31:50.317|Property Disposal-DCR/MCR
364|329|1|2018-02-02|TenAgr|"TA AT 1ST WORLD PLAZA
- From 1 Dec 2017 (3 yrs)"|""|22018-02-02T12:26:44.440|Tenancy Agreement (s)-DCR
365|330|1|2018-02-02|PD 2/2017|Practice Directive 2/2017 - Change Business Address (B-6-23 to B-6-21)|""|72018-02-02T12:26:40.760|Biz/Branch Add/Nature of biz changes
366|331|1|2018-02-02|PD 2/2017|Practice Directive 2/2017: Change of Business Address (B-6-23 to B-6-21)|""|72018-02-02T12:33:34.998|Biz/Branch Add/Nature of biz changes
1048|926|1|2018-03-30|AC|FS@2017-12-31|""|112018-03-30T16:13:09.917|Financial Statement
368|333|1|2018-02-02|CTC|F9, F24, S76, F44, F49, S58, M&A (1set)|""|62018-02-02T14:08:05.018|Certified True Copies 
369|334|1|2018-02-02|CTC|F9, F24, F44, F49, M&A (1set)|""|62018-02-02T14:11:01.178|Certified True Copies 
370|335|1|2018-02-02|CTC|Annual Return (1set)|""|62018-02-02T14:12:35.711|Certified True Copies 
371|336|1|2018-02-02|CTC|Annual Return (1set)|""|62018-02-02T14:14:35.314|Certified True Copies 
372|337|1|2018-02-02|CTC|F9, F49 (1set)|""|62018-02-02T14:15:17.781|Certified True Copies 
373|338|1|2018-02-02|BkFac|Banking Facility - RHB|""|22018-02-02T14:29:37.073|Bank-Facilities
374|338|2|2018-02-02|OpBk|RHB - Opbk & E-banking|""|22018-02-02T14:29:37.073|Open Bank Account(s)
375|338|3|2018-02-02|PurPro|Purchase of Property|""|22018-02-02T14:29:37.073|Property Purchase-DCR/MCR
376|338|4|2018-02-02|ConfirmL|Confirmation Letter (No Debenture)|""|22018-02-02T14:29:37.073|Confirmation Letter
378|339|2|2018-02-02|ConfirmL|Confirmation Letter (No Debenture)|""|22018-02-02T14:31:50.317|Confirmation Letter
689|616|1|2018-03-06|AR/AGM|"Annual Return @ 2018-02-24
"|""|72018-03-06T09:48:26.120|Annual Return
696|622|2|2018-03-06|S105|Transfer of Shares From KSJ to TZF (2,000)|""|72018-03-06T18:51:26.625|Transfer of share(s)
379|340|1|2018-02-02|PurVeh|"Disposal of Motor Vehicle
- WFW 2197
- WQJ 1200"|""|22018-02-02T14:44:47.130|Vehicle Purchase/disposal
380|341|1|2018-02-02|ChAud|"Auditor: Messrs Sekhar to Messrs P.S Yap
Tax Agent : Messrs Sekhar to ASI Taxation
"|""|72018-02-02T15:19:10.436|Change of Auditor
381|342|1|2018-02-02|PurVeh|Purchase of Motor Vehicle - Proton Iswara |""|32018-02-02T16:21:20.657|Vehicle Purchase/disposal
382|343|1|2018-02-03|CTC|F24, F49, F32A (2sets)|""|62018-02-03T09:26:02.605|Certified True Copies 
383|344|1|2018-02-03|CTC|F24, F44, F49, M&A (3sets)|""|62018-02-03T09:46:07.508|Certified True Copies 
384|345|1|2018-02-03|CTC|F24, F44, F49, M&A (3sets)|""|62018-02-03T09:48:40.222|Certified True Copies 
706|628|1|2018-03-07|S105|Transfer of Shares (2,000 shares)|""|22018-03-07T11:10:50.419|Transfer of share(s)
386|347|1|2018-02-03|S78|From 2 to 5 shares - TLM|""|22018-02-03T10:23:50.784|Increase in Paid Up Capital-Cash
387|348|1|2018-02-03|CTC|CTC|""|92018-02-03T10:45:13.074|Certified True Copies 
388|349|1|2018-02-03|CCM kp|Additional compound reference no. CMCA22072016000084 & CMCA22072016000085|""|42018-02-03T11:22:09.945|CCM Compound(s)
389|350|1|2018-02-03|OpBk|"OpBk Account - CIMB Bank Berhad
Branch: Bukit Tunku"|""|72018-02-03T11:35:55.546|Open Bank Account(s)
390|350|2|2018-02-03|IntBanking|Subscription InBk with CIMB|""|72018-02-03T11:36:53.866|Internet Banking
391|351|1|2018-02-03|DCR|Fixed Deposit Account - RHB Bank Berhad|""|72018-02-03T12:26:50.319|Misc Director Resolution-
392|351|2|2018-02-03|ChAud|"Auditor: Messrs Sekhar to Messrs P.S Yap
Tax Agent : Messrs Sekhar to ASI Taxation
"|""|72018-02-03T12:26:50.319|Change of Auditor
393|352|1|2018-02-03|AR/AGM|AR@2018-02-06|""|92018-02-03T12:44:08.764|Annual Return
394|353|1|2018-02-05|IntBanking|"Internet Banking - Public Bank Bandar Puteri Puchong branch 
"|""|82018-02-05T08:55:20.394|Internet Banking
395|354|1|2018-02-05|AR/AGM|"Annual Return @ 2018-02-21 
"|""|82018-02-05T11:33:30.531|Annual Return
396|356|1|2018-02-05|AC|Financial Statement @ 2017-07-31|""|72018-02-05T11:56:29.357|Financial Statement
397|357|1|2018-02-05|CTC|F24, F49, F32A, F44, M&A (2sets)|""|62018-02-05T15:18:33.066|Certified True Copies 
398|358|1|2018-02-05|S58|"Chge dir
Appoint Fong Tyanne
Resign Fong Chee Keong"|""|42018-02-05T15:01:26.817|F49-ResDir/Change Information
399|359|1|2018-02-05|S105|Fong Chee Keong to Fong Tyanne (1 share)|""|42018-02-05T15:28:13.893|Transfer of share(s)
400|360|1|2018-02-05|AR/AGM|Section 68 (Annual Return) dated 2018-02-03|""|42018-02-05T15:29:13.211|Annual Return
712|633|1|2018-03-07|BkOp|Open Bank Account with CIMB Bank|""|52018-03-07T15:27:53.363|Bank-Open Account[s]
1064|942|1|2018-04-02|AR/AGM|AR@2018-04-03|""|92018-04-02T15:26:33.633|Annual Return
1079|957|1|2018-04-03|S58|"Change of Secretaries 
- Appt KSS 
- Resign KBT "|""|82018-04-03T08:07:52.589|F49-ResDir/Change Information
401|361|1|2018-02-05|S58|"Change director
Appoint Fong Tyanne
Resign Fong Chee Keong"|""|42018-02-05T15:30:41.003|F49-ResDir/Change Information
402|362|1|2018-02-05|S105|Fong Chee Keong to Fong Tyanne (1 share)|""|42018-02-05T15:43:55.572|Transfer of share(s)
403|363|1|2018-02-05|S105|Transfer of shares|""|92018-02-05T16:23:07.017|Transfer of share(s)
404|364|1|2018-02-05|S201|""|""|92018-02-05T16:44:56.001|Appointment of Directors
405|365|1|2018-02-05|S78|From 5k to 500k|""|92018-02-05T16:51:07.995|Increase in Paid Up Capital-Cash
406|366|1|2018-02-05|S78|Allotment of Preference Shares - RM250k (3 new P.shareholder)|""|22018-02-05T17:16:11.846|Increase in Paid Up Capital-Cash
407|367|1|2018-02-05|DCR|Investment in Unit Trust - Public Mutual Berhad|""|72018-02-05T19:25:40.465|Misc Director Resolution-
408|367|2|2018-02-05|ChAud|"Auditor: Messrs Sekhar to Messrs P.S Yap
Tax Agent : Messrs Sekhar to ASI Taxation
"|""|72018-02-05T19:25:40.465|Change of Auditor
409|368|1|2018-02-06|CTC|Phone line application with Telekom Malaysia Berhad|""|42018-02-06T08:52:41.614|Certified True Copies 
410|369|1|2018-02-06|AC|Financial Statement @ 2017-07-31|""|122018-02-06T08:50:33.982|Financial Statement
411|370|1|2018-02-06|AR/AGM|AR@2018-02-02|""|92018-02-06T10:15:56.236|Annual Return
412|371|1|2018-02-06|AR/AGM|AR@2018-02-02|""|92018-02-06T10:17:27.962|Annual Return
413|372|1|2018-02-06|AC|Financial Statement @ 2017-07-31|""|112018-02-06T10:22:24.078|Financial Statement
690|617|1|2018-03-06|S36|Change of AA (AGM & Sole Director)|""|22018-03-06T11:23:12.013|M&A/Constitution changes
